userId,anonymousId,sessionId,browser,country,sessionStart,pages,duration
3141,Chrome3141__0.19812239471124093,0.19806125135320518,Chrome,US,2023-04-27 10:33:00,2,47
2996,Chrome2996__0.7174904553843344,0.7465847135078236,Chrome,UK,2023-04-27 10:34:00,8,107
4051,Safari4051__0.6824363415031833,0.5609667926866413,Safari,US,2023-04-27 10:35:00,6,88
407,Chrome407__0.03219798514041616,0.43450348878814715,Chrome,UK,2023-04-27 10:36:00,5,70
2444,Chrome2444__0.15539811179321505,0.015702333460097417,Chrome,US,2023-04-27 10:37:00,1,17
387,Chrome387__0.5290871552289123,0.4029231791925627,Chrome,UK,2023-04-27 10:40:00,8,79
1001,Firefox1001__0.36841067491625723,0.6355732292492893,Firefox,US,2023-04-27 10:44:00,2,56
2967,Chrome2967__0.007850188640974975,0.9446685543517122,Chrome,UK,2023-04-27 10:45:00,5,81
2758,Chrome2758__0.67935876150836,0.3688704425853606,Chrome,CA,2023-04-27 10:47:00,1,54
3669,Safari3669__0.09324987765778969,0.1796573475213208,Safari,AU,2023-04-27 10:49:00,6,78
1092,Safari1092__0.23667608337610968,0.10033376554108986,Safari,US,2023-04-27 11:00:00,1,55
1920,Chrome1920__0.9128351136545085,0.7131283191223186,Chrome,US,2023-04-27 11:00:00,5,63
3487,Safari3487__0.2796982124125049,0.6728936561111809,Safari,UK,2023-04-27 11:00:00,1,31
3496,Chrome3496__0.41831600136829095,0.7793580074659339,Chrome,UK,2023-04-27 11:00:00,7,131
3891,Safari3891__0.6318198315095205,0.25752968219468975,Safari,US,2023-04-27 11:02:00,8,136
3060,Edge3060__0.6768102388762158,0.9896667251920295,Edge,US,2023-04-27 11:06:00,5,58
2537,Samsung Internet2537__0.984627099108706,0.6827744832401883,Samsung Internet,UK,2023-04-27 11:07:00,7,122
3187,Chrome3187__0.930532660993096,0.16081575464722309,Chrome,UK,2023-04-27 11:10:00,4,76
4302,Chrome4302__0.98197220216463,0.39858449916162586,Chrome,US,2023-04-27 11:12:00,1,33
3946,Edge3946__0.7246974992458939,0.5764606253922753,Edge,UK,2023-04-27 11:13:00,2,41
3707,Chrome3707__0.4097750602186643,0.35408441548004244,Chrome,UK,2023-04-27 11:15:00,1,22
272,Chrome272__0.7726686265694362,0.4378298706427768,Chrome,US,2023-04-27 11:18:00,6,60
3307,Edge3307__0.24083584564886817,0.9744324999690448,Edge,UK,2023-04-27 11:18:00,3,76
3827,Chrome3827__0.2349290576133629,0.9409563821843208,Chrome,UK,2023-04-27 11:18:00,3,48
2233,Safari2233__0.14929456152760245,0.993507285531452,Safari,US,2023-04-27 11:21:00,4,80
2494,Chrome2494__0.8740386038154278,0.3722944515575346,Chrome,US,2023-04-27 11:21:00,7,111
3390,Chrome3390__0.6340811457423823,0.16794029475313432,Chrome,US,2023-04-27 11:22:00,5,67
1622,Edge1622__0.1966300114492079,0.8397836346215193,Edge,US,2023-04-27 11:26:00,1,20
4209,Edge4209__0.4469289942331245,0.986912327404873,Edge,AU,2023-04-27 11:26:00,1,26
3684,Chrome3684__0.25870504207082634,0.4733971045537322,Chrome,US,2023-04-27 11:29:00,6,80
3423,Chrome3423__0.014744063646756622,0.622140568452995,Chrome,US,2023-04-27 11:31:00,1,26
3572,Chrome3572__0.3911417707325344,0.25111480416074206,Chrome,US,2023-04-27 11:32:00,4,80
3098,Chrome3098__0.290367457796723,0.6705354691486838,Chrome,CA,2023-04-27 11:33:00,2,19
4100,Safari4100__0.3744684743012354,0.8661679832062146,Safari,US,2023-04-27 11:33:00,6,96
4053,Edge4053__0.7913932511648443,0.09252516091743401,Edge,US,2023-04-27 11:34:00,5,77
558,Chrome558__0.6607712290413972,0.25841532595588346,Chrome,CA,2023-04-27 11:35:00,7,103
3435,Edge3435__0.7062779877004979,0.756405104184336,Edge,US,2023-04-27 11:39:00,1,43
3288,Chrome3288__0.2752170651122845,0.701633076756663,Chrome,CA,2023-04-27 11:40:00,5,42
2779,Safari2779__0.2484270812712268,0.7392265408901901,Safari,AU,2023-04-27 11:41:00,2,30
4086,Chrome4086__0.09620825948713696,0.42311901472678826,Chrome,UK,2023-04-27 11:42:00,1,23
3164,Chrome3164__0.6678144963573376,0.6894893560298774,Chrome,US,2023-04-27 11:47:00,8,139
2368,Safari2368__0.423159940537456,0.8786228485829974,Safari,CA,2023-04-27 11:48:00,8,85
3198,Opera3198__0.08780902017923298,0.7976150261579373,Opera,CA,2023-04-27 11:48:00,7,119
3284,Firefox3284__0.7209192931919448,0.1844245447922963,Firefox,US,2023-04-27 11:48:00,1,33
1160,Chrome1160__0.3985809964614675,0.32639333969293904,Chrome,US,2023-04-27 11:49:00,5,37
2666,Chrome2666__0.14680931033426425,0.8534465697369129,Chrome,UK,2023-04-27 11:49:00,6,95
258,Chrome258__0.9380917237981008,0.6043541660604301,Chrome,CA,2023-04-27 12:01:00,1,54
1411,Chrome1411__0.44673041873107544,0.4898309809119712,Chrome,US,2023-04-27 12:01:00,8,125
3243,Safari3243__0.3057679622739313,0.14000816295162588,Safari,US,2023-04-27 12:01:00,4,56
53,Chrome53__0.2041153223979817,0.7866543860099118,Chrome,US,2023-04-27 12:05:00,4,61
1537,Chrome1537__0.4643219117050126,0.09815304644678435,Chrome,UK,2023-04-27 12:07:00,1,15
4103,Firefox4103__0.1843901999560673,0.38869747053609993,Firefox,US,2023-04-27 12:07:00,2,38
3526,Chrome3526__0.4315231956840808,0.14645600677636184,Chrome,UK,2023-04-27 12:08:00,8,116
3696,Chrome3696__0.12432332602525986,0.14895730997890122,Chrome,UK,2023-04-27 12:08:00,9,108
1067,Chrome1067__0.522572500488016,0.9734916417932242,Chrome,UK,2023-04-27 12:10:00,9,133
883,Chrome883__0.1108163949251233,0.9609823965224897,Chrome,US,2023-04-27 12:13:00,4,53
3172,Chrome3172__0.8788971112303801,0.22482429877464738,Chrome,US,2023-04-27 12:15:00,6,89
926,Safari926__0.7459248963297376,0.8747917730024917,Safari,UK,2023-04-27 12:18:00,6,71
1807,Safari1807__0.605644787055895,0.7659097042463898,Safari,UK,2023-04-27 12:18:00,7,92
2040,Chrome2040__0.8868580695064823,0.23085522144945214,Chrome,US,2023-04-27 12:20:00,3,82
1780,Chrome1780__0.6780412694333107,0.26149773616306615,Chrome,US,2023-04-27 12:22:00,7,109
2031,Chrome2031__0.5499491794549265,0.8489109214666102,Chrome,US,2023-04-27 12:22:00,9,189
3393,Chrome3393__0.9098239653915086,0.9292555884902065,Chrome,US,2023-04-27 12:22:00,5,106
2616,Chrome2616__0.8737045786800604,0.00011133340838553885,Chrome,UK,2023-04-27 12:23:00,4,54
3736,Chrome3736__0.6339832718673866,0.7310433170902106,Chrome,UK,2023-04-27 12:23:00,1,41
4114,Chrome4114__0.951828521332166,0.6644564784286064,Chrome,US,2023-04-27 12:23:00,7,112
2092,Safari2092__0.00759465298416373,0.3128516706445119,Safari,US,2023-04-27 12:26:00,8,123
3916,Chrome3916__0.8426815984735312,0.6432494103045818,Chrome,UK,2023-04-27 12:28:00,7,99
927,Chrome927__0.07531516563576446,0.1792689369823326,Chrome,UK,2023-04-27 12:29:00,5,67
1773,Chrome1773__0.6998927827826937,0.6387214296185288,Chrome,US,2023-04-27 12:29:00,4,73
3874,Chrome3874__0.05292497808862495,0.6622730834921975,Chrome,US,2023-04-27 12:35:00,1,33
3825,Chrome3825__0.7542981321063826,0.6845163199792648,Chrome,US,2023-04-27 12:36:00,6,94
1756,Edge1756__0.11692722567200908,0.5712244162175175,Edge,UK,2023-04-27 12:37:00,8,124
3805,Chrome3805__0.8371294422685078,0.6158582906939039,Chrome,US,2023-04-27 12:38:00,2,60
4035,Chrome4035__0.9121422579665797,0.15434061154013579,Chrome,US,2023-04-27 12:38:00,2,39
97,Chrome97__0.6061631930743443,0.28119684677546974,Chrome,UK,2023-04-27 12:39:00,5,91
978,Chrome978__0.8584744965881093,0.7149044694144493,Chrome,CA,2023-04-27 12:40:00,4,71
3697,Chrome3697__0.8561822092454754,0.31274533987392084,Chrome,UK,2023-04-27 12:40:00,3,53
2602,Chrome2602__0.35265147408530506,0.2953539687200031,Chrome,US,2023-04-27 12:41:00,6,88
2102,Chrome2102__0.7433418104862639,0.18918709977141024,Chrome,US,2023-04-27 12:43:00,1,28
367,Chrome367__0.4211088282097606,0.5239425633166883,Chrome,UK,2023-04-27 12:46:00,7,150
4164,Safari4164__0.16430829322540408,0.5585771421012617,Safari,US,2023-04-27 12:46:00,1,44
2874,Chrome2874__0.740496152816815,0.24739007367106725,Chrome,US,2023-04-27 12:47:00,3,41
3495,Chrome3495__0.799614199287549,0.3072368151043754,Chrome,US,2023-04-27 12:47:00,2,17
3100,Chrome3100__0.3178673790953839,0.9040000376651112,Chrome,US,2023-04-27 13:03:00,1,55
3160,Safari3160__0.24916343321604684,0.6927209070678768,Safari,US,2023-04-27 13:07:00,4,75
2650,Chrome2650__0.4748554986326916,0.19934520055191896,Chrome,US,2023-04-27 13:09:00,2,20
2610,Safari2610__0.7301664487909176,0.02463125583336545,Safari,US,2023-04-27 13:12:00,4,68
2859,Chrome2859__0.841898791146803,0.6718056077119903,Chrome,AU,2023-04-27 13:12:00,1,34
3080,Edge3080__0.00202259524463555,0.32452571137625874,Edge,US,2023-04-27 13:14:00,1,35
1046,Safari1046__0.8161988715206911,0.24189659480677883,Safari,UK,2023-04-27 13:18:00,1,31
2520,Edge2520__0.7390197646315564,0.19590612664333085,Edge,US,2023-04-27 13:19:00,5,64
3617,Safari3617__0.5308843721940879,0.4877494366486035,Safari,UK,2023-04-27 13:19:00,6,79
1538,Chrome1538__0.24612582301037467,0.47417219917178843,Chrome,CA,2023-04-27 13:21:00,6,91
1840,Chrome1840__0.5856827975046777,0.6628089931652152,Chrome,US,2023-04-27 13:21:00,2,60
3263,Chrome3263__0.2865480645967333,0.26937488188268244,Chrome,US,2023-04-27 13:21:00,1,57
2020,Chrome2020__0.8964926666027204,0.7407481985718976,Chrome,US,2023-04-27 13:25:00,2,11
3738,Safari3738__0.8889553997448181,0.12503986549846235,Safari,CA,2023-04-27 13:25:00,4,77
1986,Safari1986__0.43133364159123877,0.9417697932055336,Safari,UK,2023-04-27 13:32:00,1,36
2385,Chrome2385__0.9760455574232627,0.6445459275286873,Chrome,US,2023-04-27 13:34:00,2,47
1934,Safari1934__0.8996403530535593,0.24169936892847477,Safari,US,2023-04-27 13:35:00,6,95
2939,Safari2939__0.10005812246457091,0.2159148892859204,Safari,AU,2023-04-27 13:36:00,7,71
500,Chrome500__0.8164871348347604,0.10883894972880603,Chrome,US,2023-04-27 13:37:00,8,111
3093,Chrome3093__0.3540756120574782,0.34459969057785633,Chrome,US,2023-04-27 13:39:00,1,25
2326,Chrome2326__0.4004417189278864,0.8801545777934459,Chrome,UK,2023-04-27 13:42:00,2,42
3431,Chrome3431__0.16765360466297996,0.522895716612398,Chrome,US,2023-04-27 13:44:00,7,113
4203,Safari4203__0.21972516803841624,0.7562553818274709,Safari,US,2023-04-27 13:44:00,7,129
671,Samsung Internet671__0.8459353400904173,0.31206051304644,Samsung Internet,US,2023-04-27 13:45:00,2,64
3247,Chrome3247__0.6867027906847223,0.6827844798427831,Chrome,UK,2023-04-27 13:45:00,1,27
4214,Opera4214__0.19277698266921295,0.6045153827988949,Opera,US,2023-04-27 13:48:00,7,120
4232,Chrome4232__0.20137232622501533,0.40524351606101083,Chrome,US,2023-04-27 13:49:00,6,116
3558,Chrome3558__0.18852266239873616,0.6698649104697145,Chrome,CA,2023-04-27 14:00:00,6,97
3685,Safari3685__0.2626394685941118,0.2681935504664681,Safari,US,2023-04-27 14:00:00,6,94
132,Chrome132__0.9759961216594419,0.10620632505238503,Chrome,US,2023-04-27 14:01:00,7,83
4025,Safari4025__0.9786069456921933,0.07306120593130383,Safari,US,2023-04-27 14:01:00,1,45
4046,Chrome4046__0.14596049095321018,0.583735683527211,Chrome,UK,2023-04-27 14:03:00,6,114
3721,Chrome3721__0.8876703355595672,0.7863278311654331,Chrome,US,2023-04-27 14:05:00,6,115
2915,Chrome2915__0.5658570858580898,0.4125984064405601,Chrome,US,2023-04-27 14:06:00,8,105
1946,Chrome1946__0.07619350915572731,0.7390959519318532,Chrome,UK,2023-04-27 14:07:00,2,36
4224,Chrome4224__0.00037410208920451993,0.22505177845969992,Chrome,US,2023-04-27 14:07:00,1,27
1896,Chrome1896__0.8561257079293161,0.06358291808529914,Chrome,UK,2023-04-27 14:08:00,5,96
3534,Chrome3534__0.9570730054469043,0.2985760293559796,Chrome,US,2023-04-27 14:08:00,5,77
3131,Edge3131__0.33024367170494706,0.04746674430562248,Edge,US,2023-04-27 14:11:00,8,148
571,Chrome571__0.0976759942836567,0.6453965040812204,Chrome,US,2023-04-27 14:15:00,4,47
3601,Safari3601__0.9027534352789064,0.8220763635131461,Safari,US,2023-04-27 14:17:00,1,32
3900,Chrome3900__0.7369718285875639,0.5916678568322096,Chrome,US,2023-04-27 14:20:00,4,54
624,Chrome624__0.5458289619155994,0.8041878706829615,Chrome,US,2023-04-27 14:23:00,5,77
882,Chrome882__0.5545300655415826,0.6805636150092145,Chrome,US,2023-04-27 14:23:00,1,33
2625,Chrome2625__0.6134170199563869,0.7438892630492273,Chrome,US,2023-04-27 14:26:00,2,29
127,Chrome127__0.16649179803515257,0.5885562174786869,Chrome,UK,2023-04-27 14:28:00,3,50
2755,Edge2755__0.14046157118735692,0.10019210739007223,Edge,US,2023-04-27 14:32:00,2,16
2129,Chrome2129__0.6381132742380997,0.6024994037391982,Chrome,AU,2023-04-27 14:34:00,8,124
2528,Chrome2528__0.08990095968172529,0.13505909466972077,Chrome,CA,2023-04-27 14:34:00,2,31
2437,Chrome2437__0.11637622317150353,0.45378358255020546,Chrome,UK,2023-04-27 14:37:00,8,107
4134,Chrome4134__0.23847681238386764,0.2854289589945722,Chrome,US,2023-04-27 14:37:00,7,91
4133,Chrome4133__0.709540294210095,0.42326128050856426,Chrome,US,2023-04-27 14:40:00,5,123
1238,Chrome1238__0.7929803087717764,0.932149341275059,Chrome,CA,2023-04-27 14:42:00,1,25
3325,Chrome3325__0.8148213004721638,0.6298553287475814,Chrome,US,2023-04-27 14:48:00,2,34
1055,Chrome1055__0.48314664133275076,0.37200812668188976,Chrome,US,2023-04-27 15:00:00,2,51
2971,Chrome2971__0.7878448519565975,0.9494223198693645,Chrome,US,2023-04-27 15:01:00,2,40
1219,Chrome1219__0.807781195365407,0.6417306648227339,Chrome,AU,2023-04-27 15:02:00,7,85
858,Safari858__0.12579492134404968,0.06511837270105603,Safari,CA,2023-04-27 15:08:00,4,51
3594,Chrome3594__0.2108586702696953,0.8582442985216461,Chrome,US,2023-04-27 15:09:00,1,29
3819,Chrome3819__0.8757321265611131,0.6064141579029398,Chrome,AU,2023-04-27 15:09:00,3,49
3655,Chrome3655__0.006587951781440893,0.6745220042285252,Chrome,US,2023-04-27 15:10:00,2,38
4150,Chrome4150__0.43323384201288095,0.3525780732679087,Chrome,US,2023-04-27 15:10:00,7,97
4176,Chrome4176__0.49840482505438444,0.35115280237652313,Chrome,UK,2023-04-27 15:14:00,3,63
470,Safari470__0.2272780766446889,0.5273597325046484,Safari,US,2023-04-27 15:17:00,3,45
3868,Chrome3868__0.3494791963412973,0.9216281955813619,Chrome,CA,2023-04-27 15:17:00,8,85
293,Chrome293__0.9477668975002682,0.10558121378930596,Chrome,US,2023-04-27 15:18:00,5,87
1767,Chrome1767__0.7853352648891467,0.9396194116908989,Chrome,UK,2023-04-27 15:18:00,4,85
1981,Chrome1981__0.2721544964920213,0.4787867219938804,Chrome,US,2023-04-27 15:20:00,6,118
2413,Chrome2413__0.8448433071255259,0.8862938475649973,Chrome,US,2023-04-27 15:21:00,5,48
4092,Chrome4092__0.6446196911822741,0.273584801960427,Chrome,US,2023-04-27 15:23:00,6,73
124,Chrome124__0.013275204404588736,0.9601962192916942,Chrome,US,2023-04-27 15:26:00,5,94
1385,Chrome1385__0.9232836775902107,0.7473826440798588,Chrome,US,2023-04-27 15:27:00,6,128
3671,Safari3671__0.12287953619121161,0.3826193966972622,Safari,US,2023-04-27 15:30:00,5,90
4078,Chrome4078__0.33167135590002883,0.9325445984892522,Chrome,CA,2023-04-27 15:30:00,9,131
2601,Safari2601__0.614991566038757,0.08117669423392915,Safari,US,2023-04-27 15:33:00,7,76
3124,Safari3124__0.8587951237205469,0.6570232905792941,Safari,US,2023-04-27 15:33:00,5,78
4278,Safari4278__0.5401192681335425,0.8408573679342031,Safari,CA,2023-04-27 15:34:00,1,38
3983,Firefox3983__0.8834340126687701,0.7591886057612984,Firefox,US,2023-04-27 15:35:00,1,31
2277,Chrome2277__0.645565824615471,0.01066603880102579,Chrome,UK,2023-04-27 15:36:00,5,94
2800,Chrome2800__0.6576744066980234,0.5375088937896058,Chrome,US,2023-04-27 15:36:00,6,93
2936,Chrome2936__0.9113100730787427,0.18427278894442467,Chrome,UK,2023-04-27 15:36:00,8,146
2919,Safari2919__0.465956161204959,0.16341403906534202,Safari,AU,2023-04-27 15:39:00,1,40
2237,Edge2237__0.9894440115191394,0.4548355753121802,Edge,UK,2023-04-27 15:40:00,7,107
4269,Chrome4269__0.761971620448187,0.14289446941136097,Chrome,AU,2023-04-27 15:40:00,5,48
3701,Chrome3701__0.009924077516213492,0.37799497881399446,Chrome,US,2023-04-27 15:41:00,7,105
805,Chrome805__0.7514273779104437,0.6453489435670858,Chrome,US,2023-04-27 15:44:00,3,59
1516,Edge1516__0.8557437298588153,0.20574941802234914,Edge,UK,2023-04-27 15:44:00,1,30
2389,Edge2389__0.46847466251896286,0.12897302858558435,Edge,AU,2023-04-27 15:45:00,7,93
3591,Chrome3591__0.08258142483145292,0.6193738253016894,Chrome,US,2023-04-27 15:45:00,1,49
3705,Chrome3705__0.5940299956426782,0.2048043850814072,Chrome,US,2023-04-27 15:46:00,2,26
4093,Chrome4093__0.04651159977356123,0.22436627127923447,Chrome,US,2023-04-27 16:00:00,5,66
2500,Chrome2500__0.0669115192673464,0.8646917251900903,Chrome,US,2023-04-27 16:04:00,6,97
3203,Safari3203__0.7576643647864789,0.8093345283572069,Safari,US,2023-04-27 16:04:00,5,56
3745,Chrome3745__0.9403731319744921,0.4414757572982213,Chrome,US,2023-04-27 16:04:00,2,14
4098,Samsung Internet4098__0.9546813006877399,0.6067036930914285,Samsung Internet,CA,2023-04-27 16:04:00,5,60
3643,Chrome3643__0.4312101409193698,0.9246795593569901,Chrome,US,2023-04-27 16:08:00,2,39
3998,Opera3998__0.9453087894916998,0.590023441390565,Opera,CA,2023-04-27 16:09:00,5,100
1912,Chrome1912__0.018123666952972295,0.27985989257003996,Chrome,US,2023-04-27 16:10:00,5,104
4187,Chrome4187__0.8086501382330515,0.8368948320868181,Chrome,UK,2023-04-27 16:12:00,7,82
1464,Chrome1464__0.7144768163463129,0.2984207314294718,Chrome,US,2023-04-27 16:16:00,4,79
1383,Chrome1383__0.976184616144727,0.6125527229168133,Chrome,US,2023-04-27 16:17:00,2,52
238,Chrome238__0.753902268065826,0.12461173103059364,Chrome,CA,2023-04-27 16:19:00,7,120
4033,Chrome4033__0.633453464091869,0.2514731320855301,Chrome,US,2023-04-27 16:19:00,1,16
4322,Safari4322__0.9093978495321298,0.5510939509340509,Safari,US,2023-04-27 16:20:00,2,72
3309,Chrome3309__0.5172567802891486,0.5365340547923307,Chrome,AU,2023-04-27 16:21:00,6,87
1951,Chrome1951__0.8520239236108258,0.030272885291964036,Chrome,US,2023-04-27 16:22:00,6,74
163,Chrome163__0.5701984940008074,0.1094513897193028,Chrome,US,2023-04-27 16:27:00,8,107
4273,Chrome4273__0.25855317620741936,0.34237585173689933,Chrome,US,2023-04-27 16:27:00,6,96
832,Safari832__0.5523940977886346,0.5574456160696866,Safari,US,2023-04-27 16:28:00,7,83
1439,Chrome1439__0.0755219967633427,0.6388224685679702,Chrome,AU,2023-04-27 16:30:00,5,64
3121,Chrome3121__0.0754775957301217,0.2744598214155429,Chrome,US,2023-04-27 16:30:00,7,89
2231,Safari2231__0.4943298289098528,0.5130419600910954,Safari,US,2023-04-27 16:33:00,3,68
2587,Samsung Internet2587__0.9438890871238517,0.29699779044194297,Samsung Internet,UK,2023-04-27 16:34:00,1,47
2424,Chrome2424__0.5831224885985142,0.7689944763278114,Chrome,US,2023-04-27 16:38:00,4,52
3776,Firefox3776__0.0744524958581847,0.33887903392780583,Firefox,UK,2023-04-27 16:38:00,1,19
1088,Chrome1088__0.9334987500519014,0.9186384012902009,Chrome,CA,2023-04-27 16:39:00,7,98
2702,Chrome2702__0.9212092265116438,0.7104437714170417,Chrome,US,2023-04-27 16:40:00,7,67
3540,Chrome3540__0.17679086468277427,0.3607941720529553,Chrome,US,2023-04-27 16:42:00,1,11
1101,Chrome1101__0.8418586551172065,0.7499072137285996,Chrome,US,2023-04-27 17:02:00,6,95
2940,Chrome2940__0.4173344580948073,0.24933779262316103,Chrome,US,2023-04-27 17:03:00,5,98
2978,Safari2978__0.015730101305980293,0.6759681032491975,Safari,CA,2023-04-27 17:05:00,2,36
774,Chrome774__0.35001615303023037,0.3306922977649649,Chrome,US,2023-04-27 17:06:00,4,44
3359,Chrome3359__0.3448204488538924,0.4589260761880427,Chrome,AU,2023-04-27 17:06:00,3,60
2033,Chrome2033__0.09875736065888607,0.8796921579810641,Chrome,US,2023-04-27 17:08:00,1,45
503,Chrome503__0.911657620806817,0.7184152273593114,Chrome,US,2023-04-27 17:14:00,1,28
3803,Chrome3803__0.9689460034419459,0.0005811158240525138,Chrome,US,2023-04-27 17:15:00,2,38
573,Chrome573__0.6125002437956597,0.16663525610884045,Chrome,US,2023-04-27 17:20:00,5,114
590,Chrome590__0.9437292478558041,0.24832336344613193,Chrome,US,2023-04-27 17:23:00,5,79
2255,Chrome2255__0.38199559594015176,0.2918181081511846,Chrome,US,2023-04-27 17:23:00,1,25
3945,Chrome3945__0.9736353264088207,0.6223041373527722,Chrome,US,2023-04-27 17:23:00,1,29
817,Chrome817__0.7209268589579165,0.9082882825291594,Chrome,UK,2023-04-27 17:27:00,1,47
1938,Chrome1938__0.8949344217578272,0.7624204537789034,Chrome,CA,2023-04-27 17:30:00,6,87
711,Chrome711__0.3611425902255798,0.24107849713450924,Chrome,US,2023-04-27 17:31:00,7,101
543,Chrome543__0.5018220509956359,0.9125407251663571,Chrome,US,2023-04-27 17:32:00,3,53
2600,Samsung Internet2600__0.1884102099756666,0.9814854432629649,Samsung Internet,US,2023-04-27 17:32:00,4,54
4001,Chrome4001__0.11476921909073612,0.33382019549798425,Chrome,US,2023-04-27 17:33:00,4,68
346,Safari346__0.8409928679627421,0.07405436694065215,Safari,UK,2023-04-27 17:40:00,6,89
1120,Chrome1120__0.45208090350167507,0.8190979035493267,Chrome,US,2023-04-27 17:40:00,6,107
2509,Chrome2509__0.06567640848671319,0.6003880263296966,Chrome,AU,2023-04-27 17:40:00,8,97
2913,Samsung Internet2913__0.22789861136164213,0.6262460388193429,Samsung Internet,US,2023-04-27 17:41:00,3,24
741,Chrome741__0.10691460454843127,0.08024448849363242,Chrome,US,2023-04-27 17:42:00,5,123
4310,Safari4310__0.21905208915209262,0.4005511125914307,Safari,US,2023-04-27 17:46:00,4,89
2240,Chrome2240__0.6295044209058789,0.8489401908580252,Chrome,US,2023-04-27 17:48:00,8,146
3500,Chrome3500__0.13574166516162234,0.48514617911095703,Chrome,US,2023-04-27 17:48:00,4,55
4305,Chrome4305__0.7401442927218698,0.8093628065566969,Chrome,US,2023-04-27 17:48:00,3,40
2308,Edge2308__0.5230406923658741,0.0838584969006324,Edge,CA,2023-04-27 17:49:00,3,69
4101,Chrome4101__0.7271195016609076,0.5893942072642353,Chrome,US,2023-04-27 18:00:00,4,40
1359,Firefox1359__0.704446003834819,0.6193348763826845,Firefox,AU,2023-04-27 18:03:00,3,31
1625,Chrome1625__0.015153540016035194,0.9366634396536582,Chrome,US,2023-04-27 18:03:00,4,71
4112,Chrome4112__0.9039834376183795,0.7438596261178676,Chrome,US,2023-04-27 18:03:00,1,38
2879,Chrome2879__0.9410031418895355,0.31119838304159897,Chrome,AU,2023-04-27 18:04:00,8,111
1100,Chrome1100__0.4560556459607419,0.05560940457248198,Chrome,US,2023-04-27 18:06:00,5,75
3911,Chrome3911__0.8184142048286691,0.7520948504588507,Chrome,US,2023-04-27 18:06:00,4,43
2667,Safari2667__0.26662277739587203,0.6168271777356542,Safari,UK,2023-04-27 18:11:00,6,99
2652,Chrome2652__0.5597295206239503,0.5620137058095913,Chrome,US,2023-04-27 18:12:00,2,57
3631,Chrome3631__0.7589719222652838,0.4195689851601341,Chrome,US,2023-04-27 18:13:00,6,87
913,Chrome913__0.5460260914815998,0.20729926901532547,Chrome,US,2023-04-27 18:16:00,8,157
1494,Chrome1494__0.8522783300400549,0.4150701829316157,Chrome,US,2023-04-27 18:16:00,2,37
2634,Safari2634__0.4995537302599069,0.7616446157164773,Safari,US,2023-04-27 18:19:00,4,76
2099,Chrome2099__0.08019174853646205,0.35785033970050595,Chrome,AU,2023-04-27 18:20:00,1,27
4108,Safari4108__0.6161410739159208,0.7195330988488655,Safari,CA,2023-04-27 18:20:00,3,77
167,Chrome167__0.3471797542371684,0.4017286986786419,Chrome,UK,2023-04-27 18:21:00,1,39
3791,Chrome3791__0.03466999189812614,0.6506801058181768,Chrome,US,2023-04-27 18:21:00,1,47
3406,Safari3406__0.12670677977781475,0.9837035931509042,Safari,UK,2023-04-27 18:28:00,1,45
2718,Safari2718__0.962073790888643,0.7434079438719539,Safari,CA,2023-04-27 18:33:00,7,131
3747,Safari3747__0.07578669627722534,0.3574616024926973,Safari,UK,2023-04-27 18:34:00,2,39
107,Chrome107__0.8538867918185742,0.4035818745709403,Chrome,UK,2023-04-27 18:37:00,6,76
1845,Chrome1845__0.4973765734162503,0.6001080529805922,Chrome,US,2023-04-27 18:37:00,2,51
3144,Chrome3144__0.22077037563179736,0.37816566311373423,Chrome,US,2023-04-27 18:37:00,6,95
4295,Edge4295__0.8036319183716134,0.006452694772752121,Edge,US,2023-04-27 18:37:00,8,68
2377,Chrome2377__0.10983360921736551,0.8053155466160618,Chrome,UK,2023-04-27 18:39:00,4,65
3488,Chrome3488__0.22813537967817932,0.0006459935828191377,Chrome,CA,2023-04-27 18:40:00,2,55
2622,Chrome2622__0.08201894794724995,0.0801127472572929,Chrome,US,2023-04-27 18:42:00,6,96
531,Chrome531__0.05630159674357382,0.18578313080311593,Chrome,US,2023-04-27 18:45:00,1,13
2,Safari2__0.12868798387890124,0.7625521533949298,Safari,US,2023-04-27 18:47:00,3,44
2749,Edge2749__0.6917179706880778,0.774392595160746,Edge,AU,2023-04-27 18:47:00,1,17
1603,Samsung Internet1603__0.7366942880762435,0.967042084712046,Samsung Internet,US,2023-04-27 18:48:00,3,61
3730,Chrome3730__0.9882629069411095,0.6368140226528205,Chrome,US,2023-04-27 18:48:00,5,82
73,Safari73__0.9438168081247464,0.029722846676182302,Safari,US,2023-04-27 18:49:00,7,71
3109,Chrome3109__0.30046922010311095,0.691392815823344,Chrome,AU,2023-04-27 18:49:00,5,111
4264,Chrome4264__0.294707306147163,0.727680224425955,Chrome,US,2023-04-27 18:49:00,1,21
3473,Edge3473__0.028848869940015565,0.25965972392113024,Edge,US,2023-04-28 07:01:00,6,83
4047,Chrome4047__0.11306246921603513,0.2624751840113215,Chrome,UK,2023-04-28 07:01:00,3,56
3018,Opera3018__0.30042705537395653,0.20142766895577124,Opera,CA,2023-04-28 07:02:00,8,99
3475,Chrome3475__0.23382036884875168,0.4801235411995395,Chrome,US,2023-04-28 07:05:00,5,76
2069,Safari2069__0.7903431614885981,0.23136279071413468,Safari,AU,2023-04-28 07:06:00,2,57
